lbl_SanpshotDate,,,,,,,,
Report Data as of 10/25/2020,,,,,,,,
,,,,,,,,
CountyName,RegisteredPrecinctID,PrecinctName,RaceTotal3,RaceName,RaceTotal,Textbox13,RaceTotal1,RaceTotal2
County: 23-GREENVILLE,280,Mauldin 5,"3,309",Hispanic,146,County Total,"354,088","12,633"
County: 23-GREENVILLE,280,Mauldin 5,"3,309",Native American,8,County Total,"354,088",442
County: 23-GREENVILLE,280,Mauldin 5,"3,309",Multiple,28,County Total,"354,088","2,136"
County: 23-GREENVILLE,280,Mauldin 5,"3,309",Other,31,County Total,"354,088","1,677"
County: 23-GREENVILLE,280,Mauldin 5,"3,309",Unknown,6,County Total,"354,088",468
County: 23-GREENVILLE,281,Mauldin 6,"2,215",Black/AA,470,County Total,"354,088","59,588"
County: 23-GREENVILLE,281,Mauldin 6,"2,215",White,"1,563",County Total,"354,088","270,927"
County: 23-GREENVILLE,281,Mauldin 6,"2,215",Asian,38,County Total,"354,088","6,217"
County: 23-GREENVILLE,281,Mauldin 6,"2,215",Hispanic,98,County Total,"354,088","12,633"
County: 23-GREENVILLE,281,Mauldin 6,"2,215",Native American,2,County Total,"354,088",442
County: 23-GREENVILLE,281,Mauldin 6,"2,215",Multiple,18,County Total,"354,088","2,136"
County: 23-GREENVILLE,281,Mauldin 6,"2,215",Other,20,County Total,"354,088","1,677"
County: 23-GREENVILLE,281,Mauldin 6,"2,215",Unknown,6,County Total,"354,088",468
County: 23-GREENVILLE,282,Mauldin 7,"1,957",Black/AA,181,County Total,"354,088","59,588"
County: 23-GREENVILLE,282,Mauldin 7,"1,957",White,"1,511",County Total,"354,088","270,927"
County: 23-GREENVILLE,282,Mauldin 7,"1,957",Asian,150,County Total,"354,088","6,217"
County: 23-GREENVILLE,282,Mauldin 7,"1,957",Hispanic,81,County Total,"354,088","12,633"
County: 23-GREENVILLE,282,Mauldin 7,"1,957",Native American,1,County Total,"354,088",442
County: 23-GREENVILLE,282,Mauldin 7,"1,957",Multiple,12,County Total,"354,088","2,136"
County: 23-GREENVILLE,282,Mauldin 7,"1,957",Other,17,County Total,"354,088","1,677"
County: 23-GREENVILLE,282,Mauldin 7,"1,957",Unknown,4,County Total,"354,088",468
County: 23-GREENVILLE,283,Mission,"2,506",Black/AA,162,County Total,"354,088","59,588"
County: 23-GREENVILLE,283,Mission,"2,506",White,"2,209",County Total,"354,088","270,927"
County: 23-GREENVILLE,283,Mission,"2,506",Asian,60,County Total,"354,088","6,217"
County: 23-GREENVILLE,283,Mission,"2,506",Hispanic,50,County Total,"354,088","12,633"
County: 23-GREENVILLE,283,Mission,"2,506",Native American,2,County Total,"354,088",442
County: 23-GREENVILLE,283,Mission,"2,506",Multiple,7,County Total,"354,088","2,136"
County: 23-GREENVILLE,283,Mission,"2,506",Other,14,County Total,"354,088","1,677"
County: 23-GREENVILLE,283,Mission,"2,506",Unknown,2,County Total,"354,088",468
County: 23-GREENVILLE,284,Monaview,"2,209",Black/AA,551,County Total,"354,088","59,588"
County: 23-GREENVILLE,284,Monaview,"2,209",White,"1,387",County Total,"354,088","270,927"
County: 23-GREENVILLE,284,Monaview,"2,209",Asian,21,County Total,"354,088","6,217"
County: 23-GREENVILLE,284,Monaview,"2,209",Hispanic,221,County Total,"354,088","12,633"
County: 23-GREENVILLE,284,Monaview,"2,209",Native American,2,County Total,"354,088",442
County: 23-GREENVILLE,284,Monaview,"2,209",Multiple,15,County Total,"354,088","2,136"
County: 23-GREENVILLE,284,Monaview,"2,209",Other,7,County Total,"354,088","1,677"
County: 23-GREENVILLE,284,Monaview,"2,209",Unknown,5,County Total,"354,088",468
County: 23-GREENVILLE,285,Mountain Creek,"2,334",Black/AA,53,County Total,"354,088","59,588"
County: 23-GREENVILLE,285,Mountain Creek,"2,334",White,"2,229",County Total,"354,088","270,927"
County: 23-GREENVILLE,285,Mountain Creek,"2,334",Asian,13,County Total,"354,088","6,217"
County: 23-GREENVILLE,285,Mountain Creek,"2,334",Hispanic,18,County Total,"354,088","12,633"
County: 23-GREENVILLE,285,Mountain Creek,"2,334",Native American,1,County Total,"354,088",442
County: 23-GREENVILLE,285,Mountain Creek,"2,334",Multiple,11,County Total,"354,088","2,136"
County: 23-GREENVILLE,285,Mountain Creek,"2,334",Other,8,County Total,"354,088","1,677"
County: 23-GREENVILLE,285,Mountain Creek,"2,334",Unknown,1,County Total,"354,088",468
County: 23-GREENVILLE,286,Mountain View,"2,339",Black/AA,55,County Total,"354,088","59,588"
County: 23-GREENVILLE,286,Mountain View,"2,339",White,"2,221",County Total,"354,088","270,927"
County: 23-GREENVILLE,286,Mountain View,"2,339",Asian,14,County Total,"354,088","6,217"
County: 23-GREENVILLE,286,Mountain View,"2,339",Hispanic,27,County Total,"354,088","12,633"
County: 23-GREENVILLE,286,Mountain View,"2,339",Native American,3,County Total,"354,088",442
County: 23-GREENVILLE,286,Mountain View,"2,339",Multiple,12,County Total,"354,088","2,136"
County: 23-GREENVILLE,286,Mountain View,"2,339",Other,3,County Total,"354,088","1,677"
County: 23-GREENVILLE,286,Mountain View,"2,339",Unknown,4,County Total,"354,088",468
County: 23-GREENVILLE,287,Neely Farms,"3,735",Black/AA,513,County Total,"354,088","59,588"
County: 23-GREENVILLE,287,Neely Farms,"3,735",White,"2,971",County Total,"354,088","270,927"
County: 23-GREENVILLE,287,Neely Farms,"3,735",Asian,54,County Total,"354,088","6,217"
County: 23-GREENVILLE,287,Neely Farms,"3,735",Hispanic,144,County Total,"354,088","12,633"
County: 23-GREENVILLE,287,Neely Farms,"3,735",Native American,6,County Total,"354,088",442
County: 23-GREENVILLE,287,Neely Farms,"3,735",Multiple,26,County Total,"354,088","2,136"
County: 23-GREENVILLE,287,Neely Farms,"3,735",Other,19,County Total,"354,088","1,677"
County: 23-GREENVILLE,287,Neely Farms,"3,735",Unknown,2,County Total,"354,088",468
County: 23-GREENVILLE,288,Northwood,"2,135",Black/AA,207,County Total,"354,088","59,588"
County: 23-GREENVILLE,288,Northwood,"2,135",White,"1,801",County Total,"354,088","270,927"
County: 23-GREENVILLE,288,Northwood,"2,135",Asian,37,County Total,"354,088","6,217"
County: 23-GREENVILLE,288,Northwood,"2,135",Hispanic,64,County Total,"354,088","12,633"
County: 23-GREENVILLE,288,Northwood,"2,135",Native American,,County Total,"354,088",442
County: 23-GREENVILLE,288,Northwood,"2,135",Multiple,9,County Total,"354,088","2,136"
County: 23-GREENVILLE,288,Northwood,"2,135",Other,15,County Total,"354,088","1,677"
County: 23-GREENVILLE,288,Northwood,"2,135",Unknown,2,County Total,"354,088",468
County: 23-GREENVILLE,289,Oakview,"3,112",Black/AA,158,County Total,"354,088","59,588"
County: 23-GREENVILLE,289,Oakview,"3,112",White,"2,684",County Total,"354,088","270,927"
County: 23-GREENVILLE,289,Oakview,"3,112",Asian,138,County Total,"354,088","6,217"
County: 23-GREENVILLE,289,Oakview,"3,112",Hispanic,87,County Total,"354,088","12,633"
County: 23-GREENVILLE,289,Oakview,"3,112",Native American,2,County Total,"354,088",442
County: 23-GREENVILLE,289,Oakview,"3,112",Multiple,18,County Total,"354,088","2,136"
County: 23-GREENVILLE,289,Oakview,"3,112",Other,21,County Total,"354,088","1,677"
County: 23-GREENVILLE,289,Oakview,"3,112",Unknown,4,County Total,"354,088",468
County: 23-GREENVILLE,291,Palmetto,"2,138",Black/AA,323,County Total,"354,088","59,588"
County: 23-GREENVILLE,291,Palmetto,"2,138",White,"1,605",County Total,"354,088","270,927"
County: 23-GREENVILLE,291,Palmetto,"2,138",Asian,91,County Total,"354,088","6,217"
County: 23-GREENVILLE,291,Palmetto,"2,138",Hispanic,66,County Total,"354,088","12,633"
County: 23-GREENVILLE,291,Palmetto,"2,138",Native American,6,County Total,"354,088",442
County: 23-GREENVILLE,291,Palmetto,"2,138",Multiple,30,County Total,"354,088","2,136"
County: 23-GREENVILLE,291,Palmetto,"2,138",Other,17,County Total,"354,088","1,677"
County: 23-GREENVILLE,291,Palmetto,"2,138",Unknown,,County Total,"354,088",468
County: 23-GREENVILLE,292,Paris Mountain,"1,412",Black/AA,25,County Total,"354,088","59,588"
County: 23-GREENVILLE,292,Paris Mountain,"1,412",White,"1,335",County Total,"354,088","270,927"
County: 23-GREENVILLE,292,Paris Mountain,"1,412",Asian,17,County Total,"354,088","6,217"
County: 23-GREENVILLE,292,Paris Mountain,"1,412",Hispanic,17,County Total,"354,088","12,633"
County: 23-GREENVILLE,292,Paris Mountain,"1,412",Native American,,County Total,"354,088",442
County: 23-GREENVILLE,292,Paris Mountain,"1,412",Multiple,10,County Total,"354,088","2,136"
County: 23-GREENVILLE,292,Paris Mountain,"1,412",Other,4,County Total,"354,088","1,677"
County: 23-GREENVILLE,292,Paris Mountain,"1,412",Unknown,4,County Total,"354,088",468
County: 23-GREENVILLE,293,Pebble Creek,"2,233",Black/AA,122,County Total,"354,088","59,588"
County: 23-GREENVILLE,293,Pebble Creek,"2,233",White,"1,977",County Total,"354,088","270,927"
County: 23-GREENVILLE,293,Pebble Creek,"2,233",Asian,69,County Total,"354,088","6,217"
County: 23-GREENVILLE,293,Pebble Creek,"2,233",Hispanic,38,County Total,"354,088","12,633"
County: 23-GREENVILLE,293,Pebble Creek,"2,233",Native American,3,County Total,"354,088",442
County: 23-GREENVILLE,293,Pebble Creek,"2,233",Multiple,12,County Total,"354,088","2,136"
County: 23-GREENVILLE,293,Pebble Creek,"2,233",Other,9,County Total,"354,088","1,677"
County: 23-GREENVILLE,293,Pebble Creek,"2,233",Unknown,3,County Total,"354,088",468
County: 23-GREENVILLE,294,Pelham Falls,"1,156",Black/AA,22,County Total,"354,088","59,588"
County: 23-GREENVILLE,294,Pelham Falls,"1,156",White,"1,092",County Total,"354,088","270,927"
County: 23-GREENVILLE,294,Pelham Falls,"1,156",Asian,11,County Total,"354,088","6,217"
County: 23-GREENVILLE,294,Pelham Falls,"1,156",Hispanic,18,County Total,"354,088","12,633"
County: 23-GREENVILLE,294,Pelham Falls,"1,156",Native American,1,County Total,"354,088",442
County: 23-GREENVILLE,294,Pelham Falls,"1,156",Multiple,9,County Total,"354,088","2,136"
County: 23-GREENVILLE,294,Pelham Falls,"1,156",Other,2,County Total,"354,088","1,677"
County: 23-GREENVILLE,294,Pelham Falls,"1,156",Unknown,1,County Total,"354,088",468
County: 23-GREENVILLE,295,Piedmont,"3,031",Black/AA,782,County Total,"354,088","59,588"
County: 23-GREENVILLE,295,Piedmont,"3,031",White,"2,123",County Total,"354,088","270,927"
County: 23-GREENVILLE,295,Piedmont,"3,031",Asian,16,County Total,"354,088","6,217"
County: 23-GREENVILLE,295,Piedmont,"3,031",Hispanic,64,County Total,"354,088","12,633"
County: 23-GREENVILLE,295,Piedmont,"3,031",Native American,4,County Total,"354,088",442
County: 23-GREENVILLE,295,Piedmont,"3,031",Multiple,26,County Total,"354,088","2,136"
County: 23-GREENVILLE,295,Piedmont,"3,031",Other,12,County Total,"354,088","1,677"
County: 23-GREENVILLE,295,Piedmont,"3,031",Unknown,4,County Total,"354,088",468
County: 23-GREENVILLE,296,Pineview,"1,261",Black/AA,87,County Total,"354,088","59,588"
County: 23-GREENVILLE,296,Pineview,"1,261",White,"1,115",County Total,"354,088","270,927"
County: 23-GREENVILLE,296,Pineview,"1,261",Asian,6,County Total,"354,088","6,217"
County: 23-GREENVILLE,296,Pineview,"1,261",Hispanic,48,County Total,"354,088","12,633"
County: 23-GREENVILLE,296,Pineview,"1,261",Native American,1,County Total,"354,088",442
County: 23-GREENVILLE,296,Pineview,"1,261",Multiple,2,County Total,"354,088","2,136"
County: 23-GREENVILLE,296,Pineview,"1,261",Other,2,County Total,"354,088","1,677"
County: 23-GREENVILLE,296,Pineview,"1,261",Unknown,,County Total,"354,088",468
County: 23-GREENVILLE,297,Poinsett,"3,124",Black/AA,304,County Total,"354,088","59,588"
County: 23-GREENVILLE,297,Poinsett,"3,124",White,"2,646",County Total,"354,088","270,927"
County: 23-GREENVILLE,297,Poinsett,"3,124",Asian,29,County Total,"354,088","6,217"
County: 23-GREENVILLE,297,Poinsett,"3,124",Hispanic,104,County Total,"354,088","12,633"
County: 23-GREENVILLE,297,Poinsett,"3,124",Native American,1,County Total,"354,088",442
County: 23-GREENVILLE,297,Poinsett,"3,124",Multiple,24,County Total,"354,088","2,136"
County: 23-GREENVILLE,297,Poinsett,"3,124",Other,13,County Total,"354,088","1,677"
County: 23-GREENVILLE,297,Poinsett,"3,124",Unknown,3,County Total,"354,088",468
County: 23-GREENVILLE,298,Raintree,"3,478",Black/AA,695,County Total,"354,088","59,588"
County: 23-GREENVILLE,298,Raintree,"3,478",White,"2,450",County Total,"354,088","270,927"
County: 23-GREENVILLE,298,Raintree,"3,478",Asian,61,County Total,"354,088","6,217"
County: 23-GREENVILLE,298,Raintree,"3,478",Hispanic,221,County Total,"354,088","12,633"
County: 23-GREENVILLE,298,Raintree,"3,478",Native American,4,County Total,"354,088",442
County: 23-GREENVILLE,298,Raintree,"3,478",Multiple,25,County Total,"354,088","2,136"
County: 23-GREENVILLE,298,Raintree,"3,478",Other,19,County Total,"354,088","1,677"
County: 23-GREENVILLE,298,Raintree,"3,478",Unknown,3,County Total,"354,088",468
County: 23-GREENVILLE,299,Reedy Fork,"2,479",Black/AA,793,County Total,"354,088","59,588"
County: 23-GREENVILLE,299,Reedy Fork,"2,479",White,"1,548",County Total,"354,088","270,927"
County: 23-GREENVILLE,299,Reedy Fork,"2,479",Asian,16,County Total,"354,088","6,217"
County: 23-GREENVILLE,299,Reedy Fork,"2,479",Hispanic,79,County Total,"354,088","12,633"
County: 23-GREENVILLE,299,Reedy Fork,"2,479",Native American,3,County Total,"354,088",442
County: 23-GREENVILLE,299,Reedy Fork,"2,479",Multiple,20,County Total,"354,088","2,136"
County: 23-GREENVILLE,299,Reedy Fork,"2,479",Other,14,County Total,"354,088","1,677"
County: 23-GREENVILLE,299,Reedy Fork,"2,479",Unknown,6,County Total,"354,088",468
County: 23-GREENVILLE,300,River Walk,"2,656",Black/AA,97,County Total,"354,088","59,588"
County: 23-GREENVILLE,300,River Walk,"2,656",White,"2,434",County Total,"354,088","270,927"
County: 23-GREENVILLE,300,River Walk,"2,656",Asian,55,County Total,"354,088","6,217"
County: 23-GREENVILLE,300,River Walk,"2,656",Hispanic,42,County Total,"354,088","12,633"
County: 23-GREENVILLE,300,River Walk,"2,656",Native American,4,County Total,"354,088",442
County: 23-GREENVILLE,300,River Walk,"2,656",Multiple,11,County Total,"354,088","2,136"
County: 23-GREENVILLE,300,River Walk,"2,656",Other,10,County Total,"354,088","1,677"
County: 23-GREENVILLE,300,River Walk,"2,656",Unknown,3,County Total,"354,088",468
County: 23-GREENVILLE,302,Rock Hill,"2,775",Black/AA,436,County Total,"354,088","59,588"
County: 23-GREENVILLE,302,Rock Hill,"2,775",White,"2,109",County Total,"354,088","270,927"
County: 23-GREENVILLE,302,Rock Hill,"2,775",Asian,61,County Total,"354,088","6,217"
County: 23-GREENVILLE,302,Rock Hill,"2,775",Hispanic,128,County Total,"354,088","12,633"
County: 23-GREENVILLE,302,Rock Hill,"2,775",Native American,6,County Total,"354,088",442
County: 23-GREENVILLE,302,Rock Hill,"2,775",Multiple,25,County Total,"354,088","2,136"
County: 23-GREENVILLE,302,Rock Hill,"2,775",Other,6,County Total,"354,088","1,677"
County: 23-GREENVILLE,302,Rock Hill,"2,775",Unknown,4,County Total,"354,088",468
County: 23-GREENVILLE,303,Rocky Creek,"2,324",Black/AA,466,County Total,"354,088","59,588"
County: 23-GREENVILLE,303,Rocky Creek,"2,324",White,"1,632",County Total,"354,088","270,927"
County: 23-GREENVILLE,303,Rocky Creek,"2,324",Asian,81,County Total,"354,088","6,217"
County: 23-GREENVILLE,303,Rocky Creek,"2,324",Hispanic,101,County Total,"354,088","12,633"
County: 23-GREENVILLE,303,Rocky Creek,"2,324",Native American,3,County Total,"354,088",442
County: 23-GREENVILLE,303,Rocky Creek,"2,324",Multiple,16,County Total,"354,088","2,136"
County: 23-GREENVILLE,303,Rocky Creek,"2,324",Other,22,County Total,"354,088","1,677"
County: 23-GREENVILLE,303,Rocky Creek,"2,324",Unknown,3,County Total,"354,088",468
County: 23-GREENVILLE,304,Rolling Green,"2,030",Black/AA,70,County Total,"354,088","59,588"
County: 23-GREENVILLE,304,Rolling Green,"2,030",White,"1,887",County Total,"354,088","270,927"
County: 23-GREENVILLE,304,Rolling Green,"2,030",Asian,28,County Total,"354,088","6,217"
County: 23-GREENVILLE,304,Rolling Green,"2,030",Hispanic,18,County Total,"354,088","12,633"
County: 23-GREENVILLE,304,Rolling Green,"2,030",Native American,3,County Total,"354,088",442
County: 23-GREENVILLE,304,Rolling Green,"2,030",Multiple,8,County Total,"354,088","2,136"
County: 23-GREENVILLE,304,Rolling Green,"2,030",Other,14,County Total,"354,088","1,677"
County: 23-GREENVILLE,304,Rolling Green,"2,030",Unknown,2,County Total,"354,088",468
County: 23-GREENVILLE,305,Royal Oaks,"1,551",Black/AA,"1,216",County Total,"354,088","59,588"
County: 23-GREENVILLE,305,Royal Oaks,"1,551",White,284,County Total,"354,088","270,927"
County: 23-GREENVILLE,305,Royal Oaks,"1,551",Asian,2,County Total,"354,088","6,217"
County: 23-GREENVILLE,305,Royal Oaks,"1,551",Hispanic,29,County Total,"354,088","12,633"
County: 23-GREENVILLE,305,Royal Oaks,"1,551",Native American,1,County Total,"354,088",442
County: 23-GREENVILLE,305,Royal Oaks,"1,551",Multiple,9,County Total,"354,088","2,136"
County: 23-GREENVILLE,305,Royal Oaks,"1,551",Other,9,County Total,"354,088","1,677"
County: 23-GREENVILLE,305,Royal Oaks,"1,551",Unknown,1,County Total,"354,088",468
County: 23-GREENVILLE,306,Saluda,"1,562",Black/AA,294,County Total,"354,088","59,588"
County: 23-GREENVILLE,306,Saluda,"1,562",White,"1,127",County Total,"354,088","270,927"
County: 23-GREENVILLE,306,Saluda,"1,562",Asian,16,County Total,"354,088","6,217"
County: 23-GREENVILLE,306,Saluda,"1,562",Hispanic,107,County Total,"354,088","12,633"
County: 23-GREENVILLE,306,Saluda,"1,562",Native American,2,County Total,"354,088",442
County: 23-GREENVILLE,306,Saluda,"1,562",Multiple,12,County Total,"354,088","2,136"
County: 23-GREENVILLE,306,Saluda,"1,562",Other,1,County Total,"354,088","1,677"
County: 23-GREENVILLE,306,Saluda,"1,562",Unknown,3,County Total,"354,088",468
County: 23-GREENVILLE,307,Sandy Flat,"3,656",Black/AA,134,County Total,"354,088","59,588"
County: 23-GREENVILLE,307,Sandy Flat,"3,656",White,"3,397",County Total,"354,088","270,927"
County: 23-GREENVILLE,307,Sandy Flat,"3,656",Asian,22,County Total,"354,088","6,217"
County: 23-GREENVILLE,307,Sandy Flat,"3,656",Hispanic,69,County Total,"354,088","12,633"
County: 23-GREENVILLE,307,Sandy Flat,"3,656",Native American,6,County Total,"354,088",442
County: 23-GREENVILLE,307,Sandy Flat,"3,656",Multiple,14,County Total,"354,088","2,136"
County: 23-GREENVILLE,307,Sandy Flat,"3,656",Other,11,County Total,"354,088","1,677"
County: 23-GREENVILLE,307,Sandy Flat,"3,656",Unknown,3,County Total,"354,088",468
County: 23-GREENVILLE,308,Sevier,"2,660",Black/AA,166,County Total,"354,088","59,588"
County: 23-GREENVILLE,308,Sevier,"2,660",White,"2,360",County Total,"354,088","270,927"
County: 23-GREENVILLE,308,Sevier,"2,660",Asian,47,County Total,"354,088","6,217"
County: 23-GREENVILLE,308,Sevier,"2,660",Hispanic,59,County Total,"354,088","12,633"
County: 23-GREENVILLE,308,Sevier,"2,660",Native American,1,County Total,"354,088",442
County: 23-GREENVILLE,308,Sevier,"2,660",Multiple,9,County Total,"354,088","2,136"
County: 23-GREENVILLE,308,Sevier,"2,660",Other,15,County Total,"354,088","1,677"
County: 23-GREENVILLE,308,Sevier,"2,660",Unknown,3,County Total,"354,088",468
County: 23-GREENVILLE,309,Silverleaf,"2,387",Black/AA,88,County Total,"354,088","59,588"
County: 23-GREENVILLE,309,Silverleaf,"2,387",White,"2,131",County Total,"354,088","270,927"
County: 23-GREENVILLE,309,Silverleaf,"2,387",Asian,81,County Total,"354,088","6,217"
County: 23-GREENVILLE,309,Silverleaf,"2,387",Hispanic,52,County Total,"354,088","12,633"
County: 23-GREENVILLE,309,Silverleaf,"2,387",Native American,5,County Total,"354,088",442
County: 23-GREENVILLE,309,Silverleaf,"2,387",Multiple,11,County Total,"354,088","2,136"
County: 23-GREENVILLE,309,Silverleaf,"2,387",Other,14,County Total,"354,088","1,677"
County: 23-GREENVILLE,309,Silverleaf,"2,387",Unknown,5,County Total,"354,088",468
County: 23-GREENVILLE,310,Simpsonville 1,"2,707",Black/AA,547,County Total,"354,088","59,588"
County: 23-GREENVILLE,310,Simpsonville 1,"2,707",White,"1,944",County Total,"354,088","270,927"
County: 23-GREENVILLE,310,Simpsonville 1,"2,707",Asian,35,County Total,"354,088","6,217"
County: 23-GREENVILLE,310,Simpsonville 1,"2,707",Hispanic,136,County Total,"354,088","12,633"
County: 23-GREENVILLE,310,Simpsonville 1,"2,707",Native American,1,County Total,"354,088",442
County: 23-GREENVILLE,310,Simpsonville 1,"2,707",Multiple,24,County Total,"354,088","2,136"
County: 23-GREENVILLE,310,Simpsonville 1,"2,707",Other,16,County Total,"354,088","1,677"
County: 23-GREENVILLE,310,Simpsonville 1,"2,707",Unknown,4,County Total,"354,088",468
County: 23-GREENVILLE,311,Simpsonville 2,"2,071",Black/AA,438,County Total,"354,088","59,588"
County: 23-GREENVILLE,311,Simpsonville 2,"2,071",White,"1,473",County Total,"354,088","270,927"
County: 23-GREENVILLE,311,Simpsonville 2,"2,071",Asian,31,County Total,"354,088","6,217"
County: 23-GREENVILLE,311,Simpsonville 2,"2,071",Hispanic,84,County Total,"354,088","12,633"
County: 23-GREENVILLE,311,Simpsonville 2,"2,071",Native American,4,County Total,"354,088",442
County: 23-GREENVILLE,311,Simpsonville 2,"2,071",Multiple,25,County Total,"354,088","2,136"
County: 23-GREENVILLE,311,Simpsonville 2,"2,071",Other,14,County Total,"354,088","1,677"
County: 23-GREENVILLE,311,Simpsonville 2,"2,071",Unknown,2,County Total,"354,088",468
County: 23-GREENVILLE,312,Simpsonville 3,"2,521",Black/AA,273,County Total,"354,088","59,588"
County: 23-GREENVILLE,312,Simpsonville 3,"2,521",White,"2,143",County Total,"354,088","270,927"
County: 23-GREENVILLE,312,Simpsonville 3,"2,521",Asian,8,County Total,"354,088","6,217"
County: 23-GREENVILLE,312,Simpsonville 3,"2,521",Hispanic,68,County Total,"354,088","12,633"
County: 23-GREENVILLE,312,Simpsonville 3,"2,521",Native American,2,County Total,"354,088",442
County: 23-GREENVILLE,312,Simpsonville 3,"2,521",Multiple,18,County Total,"354,088","2,136"
County: 23-GREENVILLE,312,Simpsonville 3,"2,521",Other,4,County Total,"354,088","1,677"
County: 23-GREENVILLE,312,Simpsonville 3,"2,521",Unknown,5,County Total,"354,088",468
County: 23-GREENVILLE,313,Simpsonville 4,"2,000",Black/AA,509,County Total,"354,088","59,588"
County: 23-GREENVILLE,313,Simpsonville 4,"2,000",White,"1,360",County Total,"354,088","270,927"
County: 23-GREENVILLE,313,Simpsonville 4,"2,000",Asian,11,County Total,"354,088","6,217"
County: 23-GREENVILLE,313,Simpsonville 4,"2,000",Hispanic,89,County Total,"354,088","12,633"
County: 23-GREENVILLE,313,Simpsonville 4,"2,000",Native American,3,County Total,"354,088",442
County: 23-GREENVILLE,313,Simpsonville 4,"2,000",Multiple,9,County Total,"354,088","2,136"
County: 23-GREENVILLE,313,Simpsonville 4,"2,000",Other,14,County Total,"354,088","1,677"
County: 23-GREENVILLE,313,Simpsonville 4,"2,000",Unknown,5,County Total,"354,088",468
County: 23-GREENVILLE,314,Simpsonville 5,"2,560",Black/AA,731,County Total,"354,088","59,588"
County: 23-GREENVILLE,314,Simpsonville 5,"2,560",White,"1,598",County Total,"354,088","270,927"
County: 23-GREENVILLE,314,Simpsonville 5,"2,560",Asian,54,County Total,"354,088","6,217"
County: 23-GREENVILLE,314,Simpsonville 5,"2,560",Hispanic,142,County Total,"354,088","12,633"
County: 23-GREENVILLE,314,Simpsonville 5,"2,560",Native American,4,County Total,"354,088",442
County: 23-GREENVILLE,314,Simpsonville 5,"2,560",Multiple,18,County Total,"354,088","2,136"
County: 23-GREENVILLE,314,Simpsonville 5,"2,560",Other,8,County Total,"354,088","1,677"
County: 23-GREENVILLE,314,Simpsonville 5,"2,560",Unknown,5,County Total,"354,088",468
County: 23-GREENVILLE,315,Simpsonville 6,"2,804",Black/AA,505,County Total,"354,088","59,588"
County: 23-GREENVILLE,315,Simpsonville 6,"2,804",White,"2,032",County Total,"354,088","270,927"
County: 23-GREENVILLE,315,Simpsonville 6,"2,804",Asian,57,County Total,"354,088","6,217"
County: 23-GREENVILLE,315,Simpsonville 6,"2,804",Hispanic,177,County Total,"354,088","12,633"
County: 23-GREENVILLE,315,Simpsonville 6,"2,804",Native American,2,County Total,"354,088",442
County: 23-GREENVILLE,315,Simpsonville 6,"2,804",Multiple,16,County Total,"354,088","2,136"
County: 23-GREENVILLE,315,Simpsonville 6,"2,804",Other,12,County Total,"354,088","1,677"
County: 23-GREENVILLE,315,Simpsonville 6,"2,804",Unknown,3,County Total,"354,088",468
County: 23-GREENVILLE,316,Skyland,"2,743",Black/AA,20,County Total,"354,088","59,588"
County: 23-GREENVILLE,316,Skyland,"2,743",White,"2,663",County Total,"354,088","270,927"
County: 23-GREENVILLE,316,Skyland,"2,743",Asian,9,County Total,"354,088","6,217"
County: 23-GREENVILLE,316,Skyland,"2,743",Hispanic,30,County Total,"354,088","12,633"
County: 23-GREENVILLE,316,Skyland,"2,743",Native American,,County Total,"354,088",442
County: 23-GREENVILLE,316,Skyland,"2,743",Multiple,8,County Total,"354,088","2,136"
County: 23-GREENVILLE,316,Skyland,"2,743",Other,11,County Total,"354,088","1,677"
County: 23-GREENVILLE,316,Skyland,"2,743",Unknown,2,County Total,"354,088",468
County: 23-GREENVILLE,317,Slater Marietta,"3,041",Black/AA,104,County Total,"354,088","59,588"
County: 23-GREENVILLE,317,Slater Marietta,"3,041",White,"2,853",County Total,"354,088","270,927"
County: 23-GREENVILLE,317,Slater Marietta,"3,041",Asian,18,County Total,"354,088","6,217"
County: 23-GREENVILLE,317,Slater Marietta,"3,041",Hispanic,37,County Total,"354,088","12,633"
County: 23-GREENVILLE,317,Slater Marietta,"3,041",Native American,6,County Total,"354,088",442
County: 23-GREENVILLE,317,Slater Marietta,"3,041",Multiple,9,County Total,"354,088","2,136"
County: 23-GREENVILLE,317,Slater Marietta,"3,041",Other,10,County Total,"354,088","1,677"
County: 23-GREENVILLE,317,Slater Marietta,"3,041",Unknown,4,County Total,"354,088",468
County: 23-GREENVILLE,318,Southside,"2,304",Black/AA,819,County Total,"354,088","59,588"
County: 23-GREENVILLE,318,Southside,"2,304",White,"1,413",County Total,"354,088","270,927"
County: 23-GREENVILLE,318,Southside,"2,304",Asian,10,County Total,"354,088","6,217"
County: 23-GREENVILLE,318,Southside,"2,304",Hispanic,42,County Total,"354,088","12,633"
County: 23-GREENVILLE,318,Southside,"2,304",Native American,4,County Total,"354,088",442
County: 23-GREENVILLE,318,Southside,"2,304",Multiple,7,County Total,"354,088","2,136"
County: 23-GREENVILLE,318,Southside,"2,304",Other,9,County Total,"354,088","1,677"
County: 23-GREENVILLE,318,Southside,"2,304",Unknown,,County Total,"354,088",468
County: 23-GREENVILLE,319,Spring Forest,"2,443",Black/AA,378,County Total,"354,088","59,588"
County: 23-GREENVILLE,319,Spring Forest,"2,443",White,"1,878",County Total,"354,088","270,927"
County: 23-GREENVILLE,319,Spring Forest,"2,443",Asian,33,County Total,"354,088","6,217"
